||
Electoral district name|Political affiliation|Votes obtained - Votes obtenus
Thunder Bay--Superior North|Green Party|730
Thunder Bay--Superior North|Conservative|10035
Thunder Bay--Superior North|Libertarian|111
Thunder Bay--Superior North|NDP-New Democratic Party|11244
Thunder Bay--Superior North|People's Party - PPC|2465
Thunder Bay--Superior North|Liberal|16893
Thunder Bay--Superior North|Green Party|735
Thunder Bay--Superior North|Conservative|10035
Thunder Bay--Superior North|Libertarian|111
Timmins--James Bay|NDP-New Democratic Party|12132
Timmins--James Bay|Liberal|8447
Timmins--James Bay|Conservative|9449
Timmins--James Bay|People's Party - PPC|4537
Timmins--James Bay|NDP-New Democratic Party|12132
Timmins--James Bay|Liberal|8508
Timmins--James Bay|Conservative|9393
Timmins--James Bay|People's Party - PPC|4537
Toronto Centre|Communist|181
Toronto Centre|NDP-New Democratic Party|11919
Toronto Centre|Liberal|23079
Toronto Centre|People's Party - PPC|1119
Toronto Centre|Conservative|5571
Toronto Centre|Green Party|3921
Toronto Centre|Animal Protection Party|116
Toronto Centre|Communist|181
Toronto Centre|NDP-New Democratic Party|11909
Toronto Centre|Liberal|23071
Toronto Centre|People's Party - PPC|1047
Toronto Centre|Conservative|5571
Toronto Centre|Green Party|3921
Toronto Centre|Animal Protection Party|117
Toronto--Danforth|Conservative|6510
Toronto--Danforth|Liberal|25213
Toronto--Danforth|Independent|129
Toronto--Danforth|NDP-New Democratic Party|17552
Toronto--Danforth|Communist|215
Toronto--Danforth|People's Party - PPC|1282
Toronto--Danforth|Green Party|1023
Toronto--Danforth|Animal Protection Party|184
Toronto--Danforth|Conservative|6547
Toronto--Danforth|Liberal|25214
Toronto--Danforth|Independent|123
Toronto--Danforth|NDP-New Democratic Party|17555
Toronto--Danforth|Communist|215
Toronto--Danforth|People's Party - PPC|1282
Toronto--Danforth|Green Party|1023
Toronto--Danforth|Animal Protection Party|183
University--Rosedale|Liberal|22050
University--Rosedale|Communist|244
University--Rosedale|Green Party|1927
University--Rosedale|People's Party - PPC|1158
University--Rosedale|NDP-New Democratic Party|11524
University--Rosedale|Conservative|9415
University--Rosedale|Liberal|22451
University--Rosedale|Communist|244
University--Rosedale|Green Party|1974
University--Rosedale|People's Party - PPC|1172
University--Rosedale|NDP-New Democratic Party|11921
University--Rosedale|Conservative|9473
Vaughan--Woodbridge|NDP-New Democratic Party|3265
Vaughan--Woodbridge|People's Party - PPC|2567
Vaughan--Woodbridge|Green Party|453
Vaughan--Woodbridge|Independent|159
Vaughan--Woodbridge|Conservative|19019
Vaughan--Woodbridge|Liberal|21669
Vaughan--Woodbridge|NDP-New Democratic Party|3265
Vaughan--Woodbridge|People's Party - PPC|2567
Vaughan--Woodbridge|Green Party|453
Vaughan--Woodbridge|Independent|159
Vaughan--Woodbridge|Conservative|19019
Vaughan--Woodbridge|Liberal|21699
Waterloo|NDP-New Democratic Party|11359
Waterloo|Liberal|26844
Waterloo|People's Party - PPC|2806
Waterloo|Conservative|16535
Waterloo|Green Party|2042
Waterloo|NDP-New Democratic Party|11360
Waterloo|Liberal|26926
Waterloo|People's Party - PPC|2802
Waterloo|Conservative|16528
Waterloo|Green Party|2038
Wellington--Halton Hills|People's Party - PPC|4355
Wellington--Halton Hills|Conservative|35337
Wellington--Halton Hills|NDP-New Democratic Party|7051
Wellington--Halton Hills|Liberal|18314
Wellington--Halton Hills|Green Party|2614
Wellington--Halton Hills|People's Party - PPC|4359
Wellington--Halton Hills|Conservative|35257
Wellington--Halton Hills|NDP-New Democratic Party|7050
Wellington--Halton Hills|Liberal|18384
Wellington--Halton Hills|Green Party|2606
Whitby|People's Party - PPC|2720
Whitby|NDP-New Democratic Party|8787
Whitby|Green Party|988
Whitby|Conservative|22151
Whitby|Liberal|27173
Whitby|People's Party - PPC|2682
Whitby|NDP-New Democratic Party|8766
Whitby|Green Party|972
Whitby|Conservative|22271
Whitby|Liberal|27375
Willowdale|NDP-New Democratic Party|4217
Willowdale|Liberal|20973
Willowdale|Green Party|812
Willowdale|Conservative|13900
Willowdale|People's Party - PPC|1099
Willowdale|NDP-New Democratic Party|4231
Willowdale|Liberal|21043
Willowdale|Green Party|812
Willowdale|Conservative|13916
Willowdale|People's Party - PPC|1102
Windsor--Tecumseh|Conservative|14603
Windsor--Tecumseh|Marxist-Leninist|164
Windsor--Tecumseh|People's Party - PPC|5928
Windsor--Tecumseh|NDP-New Democratic Party|17459
Windsor--Tecumseh|Liberal|18134
Windsor--Tecumseh|Green Party|681
Windsor--Tecumseh|Conservative|14605
Windsor--Tecumseh|Marxist-Leninist|164
Windsor--Tecumseh|People's Party - PPC|5927
Windsor--Tecumseh|NDP-New Democratic Party|17465
Windsor--Tecumseh|Liberal|18134
Windsor--Tecumseh|Green Party|682
Windsor West|People's Party - PPC|4080
Windsor West|NDP-New Democratic Party|21702
Windsor West|Conservative|9436
Windsor West|Liberal|13670
Windsor West|Marxist-Leninist|156
Windsor West|People's Party - PPC|4060
Windsor West|NDP-New Democratic Party|21541
Windsor West|Conservative|9415
Windsor West|Liberal|13524
Windsor West|Marxist-Leninist|153
York Centre|NDP-New Democratic Party|3753
York Centre|Conservative|13898
York Centre|People's Party - PPC|1751
York Centre|Liberal|17421
York Centre|NDP-New Democratic Party|3753
York Centre|Conservative|13949
York Centre|People's Party - PPC|1726
York Centre|Liberal|17430
York--Simcoe|Conservative|23890
York--Simcoe|NDP-New Democratic Party|6890
York--Simcoe|Liberal|13856
York--Simcoe|People's Party - PPC|3552
York--Simcoe|Conservative|24900
York--Simcoe|NDP-New Democratic Party|6800
York--Simcoe|Liberal|14469
York--Simcoe|People's Party - PPC|3662
York South--Weston|People's Party - PPC|1822
York South--Weston|Liberal|21579
York South--Weston|NDP-New Democratic Party|6543
York South--Weston|Conservative|7741
York South--Weston|Green Party|878
York South--Weston|People's Party - PPC|1754
York South--Weston|Liberal|21644
York South--Weston|NDP-New Democratic Party|6517
York South--Weston|Conservative|7783
York South--Weston|Green Party|872
Humber River--Black Creek|People's Party - PPC|1235
Humber River--Black Creek|Marxist-Leninist|125
Humber River--Black Creek|Liberal|18833
Humber River--Black Creek|Conservative|5402
Humber River--Black Creek|Green Party|368
Humber River--Black Creek|NDP-New Democratic Party|5066
Humber River--Black Creek|People's Party - PPC|1258
Humber River--Black Creek|Marxist-Leninist|130
Humber River--Black Creek|Liberal|19533
Humber River--Black Creek|Conservative|5599
Humber River--Black Creek|Green Party|388
Humber River--Black Creek|NDP-New Democratic Party|5279
Brandon--Souris|People's Party - PPC|2981
Brandon--Souris|Liberal|4608
Brandon--Souris|NDP-New Democratic Party|7840
Brandon--Souris|Conservative|22733
Brandon--Souris|People's Party - PPC|2981
Brandon--Souris|Liberal|4608
Brandon--Souris|NDP-New Democratic Party|7838
Brandon--Souris|Conservative|22733
Charleswood--St. James--Assiniboia--Headingley|NDP-New Democratic Party|7171
Charleswood--St. James--Assiniboia--Headingley|Liberal|17312
Charleswood--St. James--Assiniboia--Headingley|Conservative|17336
Charleswood--St. James--Assiniboia--Headingley|Green Party|935
Charleswood--St. James--Assiniboia--Headingley|People's Party - PPC|1573
Charleswood--St. James--Assiniboia--Headingley|NDP-New Democratic Party|6974
Charleswood--St. James--Assiniboia--Headingley|Liberal|17651
Charleswood--St. James--Assiniboia--Headingley|Conservative|18111
Charleswood--St. James--Assiniboia--Headingley|Green Party|947
Charleswood--St. James--Assiniboia--Headingley|People's Party - PPC|1594
Churchill--Keewatinook Aski|NDP-New Democratic Party|7639
Churchill--Keewatinook Aski|Conservative|4330
Churchill--Keewatinook Aski|Green Party|552
Churchill--Keewatinook Aski|Liberal|4513
Churchill--Keewatinook Aski|People's Party - PPC|900
Churchill--Keewatinook Aski|NDP-New Democratic Party|7632
Churchill--Keewatinook Aski|Conservative|4330
Churchill--Keewatinook Aski|Green Party|552
Churchill--Keewatinook Aski|Liberal|4514
Churchill--Keewatinook Aski|People's Party - PPC|899
Dauphin--Swan River--Neepawa|Liberal|4797
Dauphin--Swan River--Neepawa|Maverick Party|407
Dauphin--Swan River--Neepawa|NDP-New Democratic Party|5688
Dauphin--Swan River--Neepawa|Green Party|845
Dauphin--Swan River--Neepawa|Conservative|22717
Dauphin--Swan River--Neepawa|People's Party - PPC|4050
Dauphin--Swan River--Neepawa|Liberal|4892
Dauphin--Swan River--Neepawa|Maverick Party|339
Dauphin--Swan River--Neepawa|NDP-New Democratic Party|5678
Dauphin--Swan River--Neepawa|Green Party|835
Dauphin--Swan River--Neepawa|Conservative|22718
Dauphin--Swan River--Neepawa|People's Party - PPC|4052
Elmwood--Transcona|NDP-New Democratic Party|20791
Elmwood--Transcona|Conservative|11768
Elmwood--Transcona|People's Party - PPC|2435
Elmwood--Transcona|Green Party|676
Elmwood--Transcona|Liberal|6169
Elmwood--Transcona|NDP-New Democratic Party|20791
Elmwood--Transcona|Conservative|11768
Elmwood--Transcona|People's Party - PPC|2435
Elmwood--Transcona|Green Party|676
Elmwood--Transcona|Liberal|6169
Kildonan--St. Paul|Liberal|12944
Kildonan--St. Paul|NDP-New Democratic Party|10309
Kildonan--St. Paul|Conservative|18375
Kildonan--St. Paul|People's Party - PPC|2325
Kildonan--St. Paul|Liberal|12934
Kildonan--St. Paul|NDP-New Democratic Party|10313
Kildonan--St. Paul|Conservative|18375
Kildonan--St. Paul|People's Party - PPC|2325
Portage--Lisgar|Conservative|23819
Portage--Lisgar|Liberal|4967
Portage--Lisgar|Christian Heritage Party|712
Portage--Lisgar|NDP-New Democratic Party|6094
Portage--Lisgar|People's Party - PPC|9790
Portage--Lisgar|Conservative|23819
Portage--Lisgar|Liberal|4967
Portage--Lisgar|Christian Heritage Party|712
Portage--Lisgar|NDP-New Democratic Party|6068
Portage--Lisgar|People's Party - PPC|9790
Provencher|Conservative|24294
Provencher|People's Party - PPC|8168
Provencher|Green Party|1272
Provencher|Liberal|8472
Provencher|Independent|1366
Provencher|NDP-New Democratic Party|6270
Provencher|Conservative|24294
Provencher|People's Party - PPC|8227
Provencher|Green Party|1273
Provencher|Liberal|8471
Provencher|Independent|1366
Provencher|NDP-New Democratic Party|6270
Saint Boniface--Saint Vital|Conservative|13091
Saint Boniface--Saint Vital|Independent|57
Saint Boniface--Saint Vital|Independent|19
Saint Boniface--Saint Vital|Independent|21
Saint Boniface--Saint Vital|Parti Rhinocéros Party|80
Saint Boniface--Saint Vital|VCP|16
Saint Boniface--Saint Vital|Independent|27
Saint Boniface--Saint Vital|Independent|24
Saint Boniface--Saint Vital|Independent|12
Saint Boniface--Saint Vital|Independent|13
Saint Boniface--Saint Vital|Independent|13
Saint Boniface--Saint Vital|Independent|33
Saint Boniface--Saint Vital|Independent|14
Saint Boniface--Saint Vital|Independent|7
Saint Boniface--Saint Vital|People's Party - PPC|1976
Saint Boniface--Saint Vital|Green Party|658
Saint Boniface--Saint Vital|Independent|13
Saint Boniface--Saint Vital|Independent|19
Saint Boniface--Saint Vital|Independent|15
Saint Boniface--Saint Vital|Liberal|19696
Saint Boniface--Saint Vital|NDP-New Democratic Party|10001
Saint Boniface--Saint Vital|Conservative|12749
Saint Boniface--Saint Vital|Independent|58
Saint Boniface--Saint Vital|Independent|16
Saint Boniface--Saint Vital|Independent|24
Saint Boniface--Saint Vital|Parti Rhinocéros Party|80
Saint Boniface--Saint Vital|VCP|17
Saint Boniface--Saint Vital|Independent|31
Saint Boniface--Saint Vital|Independent|25
Saint Boniface--Saint Vital|Independent|11
Saint Boniface--Saint Vital|Independent|14
Saint Boniface--Saint Vital|Independent|14
Saint Boniface--Saint Vital|Independent|31
Saint Boniface--Saint Vital|Independent|14
Saint Boniface--Saint Vital|Independent|7
Saint Boniface--Saint Vital|People's Party - PPC|1978
Saint Boniface--Saint Vital|Green Party|676
Saint Boniface--Saint Vital|Independent|13
Saint Boniface--Saint Vital|Independent|21
Saint Boniface--Saint Vital|Independent|15
Saint Boniface--Saint Vital|Liberal|19908
Saint Boniface--Saint Vital|NDP-New Democratic Party|9767
Selkirk--Interlake--Eastman|Conservative|28311
Selkirk--Interlake--Eastman|Green Party|1328
Selkirk--Interlake--Eastman|People's Party - PPC|3807
Selkirk--Interlake--Eastman|Liberal|6563
Selkirk--Interlake--Eastman|NDP-New Democratic Party|9603
Selkirk--Interlake--Eastman|Conservative|28308
Selkirk--Interlake--Eastman|Green Party|1328
Selkirk--Interlake--Eastman|People's Party - PPC|3800
Selkirk--Interlake--Eastman|Liberal|6567
Selkirk--Interlake--Eastman|NDP-New Democratic Party|9604
Winnipeg Centre|People's Party - PPC|1229
Winnipeg Centre|Conservative|3818
Winnipeg Centre|Green Party|713
Winnipeg Centre|Libertarian|373
Winnipeg Centre|NDP-New Democratic Party|14761
Winnipeg Centre|Liberal|8446
Winnipeg Centre|Animal Protection Party|214
Winnipeg Centre|People's Party - PPC|1229
Winnipeg Centre|Conservative|3818
Winnipeg Centre|Green Party|708
Winnipeg Centre|Libertarian|373
Winnipeg Centre|NDP-New Democratic Party|14962
Winnipeg Centre|Liberal|8446
Winnipeg Centre|Animal Protection Party|213
Winnipeg North|Green Party|428
Winnipeg North|NDP-New Democratic Party|8998
Winnipeg North|Communist|109
Winnipeg North|Conservative|4098
Winnipeg North|Liberal|16375
Winnipeg North|People's Party - PPC|1395
Winnipeg North|Green Party|418
Winnipeg North|NDP-New Democratic Party|8998
Winnipeg North|Communist|109
Winnipeg North|Conservative|4126
Winnipeg North|Liberal|16442
Winnipeg North|People's Party - PPC|1315
Winnipeg South|Green Party|680
Winnipeg South|Liberal|22422
Winnipeg South|People's Party - PPC|1622
Winnipeg South|NDP-New Democratic Party|6601
Winnipeg South|Conservative|15912
Winnipeg South|Green Party|681
Winnipeg South|Liberal|22423
Winnipeg South|People's Party - PPC|1542
Winnipeg South|NDP-New Democratic Party|6632
Winnipeg South|Conservative|15967
Winnipeg South Centre|Conservative|13566
Winnipeg South Centre|Liberal|22214
Winnipeg South Centre|Green Party|1431
Winnipeg South Centre|NDP-New Democratic Party|10064
Winnipeg South Centre|Communist|234
Winnipeg South Centre|People's Party - PPC|1352
Winnipeg South Centre|Conservative|13566
Winnipeg South Centre|Liberal|22214
Winnipeg South Centre|Green Party|1341
Winnipeg South Centre|NDP-New Democratic Party|10064
Winnipeg South Centre|Communist|234
Winnipeg South Centre|People's Party - PPC|1352
Battlefords--Lloydminster|Conservative|21511
Battlefords--Lloydminster|NDP-New Democratic Party|3762
Battlefords--Lloydminster|Liberal|1779
Battlefords--Lloydminster|Maverick Party|2186
Battlefords--Lloydminster|People's Party - PPC|1859
Battlefords--Lloydminster|Green Party|239
Battlefords--Lloydminster|Conservative|21336
Battlefords--Lloydminster|NDP-New Democratic Party|3718
Battlefords--Lloydminster|Liberal|1748
Battlefords--Lloydminster|Maverick Party|2162
Battlefords--Lloydminster|People's Party - PPC|1847
Battlefords--Lloydminster|Green Party|237
Cypress Hills--Grasslands|Liberal|1402
Cypress Hills--Grasslands|People's Party - PPC|2808
Cypress Hills--Grasslands|Independent|187
Cypress Hills--Grasslands|NDP-New Democratic Party|3390
Cypress Hills--Grasslands|Conservative|23890
Cypress Hills--Grasslands|Maverick Party|1286
Cypress Hills--Grasslands|Green Party|273
Cypress Hills--Grasslands|Liberal|1492
Cypress Hills--Grasslands|People's Party - PPC|2826
Cypress Hills--Grasslands|Independent|193
Cypress Hills--Grasslands|NDP-New Democratic Party|3604
Cypress Hills--Grasslands|Conservative|24518
Cypress Hills--Grasslands|Maverick Party|1360
Cypress Hills--Grasslands|Green Party|284
Desnethé--Missinippi--Churchill River|Liberal|5533
Desnethé--Missinippi--Churchill River|Green Party|215
Desnethé--Missinippi--Churchill River|NDP-New Democratic Party|3628
Desnethé--Missinippi--Churchill River|Independent|240
Desnethé--Missinippi--Churchill River|People's Party - PPC|1002
Desnethé--Missinippi--Churchill River|Conservative|10036
Desnethé--Missinippi--Churchill River|Liberal|5533
Desnethé--Missinippi--Churchill River|Green Party|215
Desnethé--Missinippi--Churchill River|NDP-New Democratic Party|3548
Desnethé--Missinippi--Churchill River|Independent|240
Desnethé--Missinippi--Churchill River|People's Party - PPC|1002
Desnethé--Missinippi--Churchill River|Conservative|10036
Carlton Trail--Eagle Creek|Liberal|2063
Carlton Trail--Eagle Creek|Conservative|28068
Carlton Trail--Eagle Creek|People's Party - PPC|3886
Carlton Trail--Eagle Creek|NDP-New Democratic Party|5626
Carlton Trail--Eagle Creek|Maverick Party|1056
Carlton Trail--Eagle Creek|Green Party|384
Carlton Trail--Eagle Creek|Liberal|2066
Carlton Trail--Eagle Creek|Conservative|28192
Carlton Trail--Eagle Creek|People's Party - PPC|3791
Carlton Trail--Eagle Creek|NDP-New Democratic Party|5608
Carlton Trail--Eagle Creek|Maverick Party|1053
Carlton Trail--Eagle Creek|Green Party|379
Moose Jaw--Lake Centre--Lanigan|People's Party - PPC|4712
Moose Jaw--Lake Centre--Lanigan|Green Party|438
Moose Jaw--Lake Centre--Lanigan|NDP-New Democratic Party|7975
Moose Jaw--Lake Centre--Lanigan|Conservative|24869
Moose Jaw--Lake Centre--Lanigan|Maverick Party|664
Moose Jaw--Lake Centre--Lanigan|Liberal|2526
Moose Jaw--Lake Centre--Lanigan|People's Party - PPC|4712
Moose Jaw--Lake Centre--Lanigan|Green Party|438
Moose Jaw--Lake Centre--Lanigan|NDP-New Democratic Party|7975
Moose Jaw--Lake Centre--Lanigan|Conservative|24869
Moose Jaw--Lake Centre--Lanigan|Maverick Party|664
Moose Jaw--Lake Centre--Lanigan|Liberal|2526
Prince Albert|Green Party|364
Prince Albert|Liberal|3653
Prince Albert|Conservative|22340
Prince Albert|NDP-New Democratic Party|5214
Prince Albert|People's Party - PPC|2438
Prince Albert|Maverick Party|466
Prince Albert|Green Party|364
Prince Albert|Liberal|3653
Prince Albert|Conservative|22340
Prince Albert|NDP-New Democratic Party|5214
Prince Albert|People's Party - PPC|2388
Prince Albert|Maverick Party|466
Regina--Lewvan|Liberal|6301
Regina--Lewvan|NDP-New Democratic Party|15719
Regina--Lewvan|People's Party - PPC|1635
Regina--Lewvan|Conservative|21376
Regina--Lewvan|Green Party|560
Regina--Lewvan|Liberal|6310
Regina--Lewvan|NDP-New Democratic Party|15763
Regina--Lewvan|People's Party - PPC|1635
Regina--Lewvan|Conservative|21375
Regina--Lewvan|Green Party|560
Regina--Qu'Appelle|NDP-New Democratic Party|6883
Regina--Qu'Appelle|Green Party|701
Regina--Qu'Appelle|Liberal|3324
Regina--Qu'Appelle|Conservative|20400
Regina--Qu'Appelle|People's Party - PPC|1678
Regina--Qu'Appelle|NDP-New Democratic Party|6879
Regina--Qu'Appelle|Green Party|668
Regina--Qu'Appelle|Liberal|3344
Regina--Qu'Appelle|Conservative|20400
Regina--Qu'Appelle|People's Party - PPC|1668
Regina--Wascana|NDP-New Democratic Party|6981
Regina--Wascana|Conservative|19247
Regina--Wascana|Green Party|632
Regina--Wascana|Liberal|10390
Regina--Wascana|People's Party - PPC|1352
Regina--Wascana|NDP-New Democratic Party|6975
Regina--Wascana|Conservative|19261
Regina--Wascana|Green Party|622
Regina--Wascana|Liberal|10390
Regina--Wascana|People's Party - PPC|1352
Saskatoon--Grasswood|People's Party - PPC|2111
Saskatoon--Grasswood|NDP-New Democratic Party|13731
Saskatoon--Grasswood|Liberal|6482
Saskatoon--Grasswood|Green Party|556
Saskatoon--Grasswood|Conservative|22842
Saskatoon--Grasswood|People's Party - PPC|2108
Saskatoon--Grasswood|NDP-New Democratic Party|13720
Saskatoon--Grasswood|Liberal|6460
Saskatoon--Grasswood|Green Party|556
Saskatoon--Grasswood|Conservative|22760
Saskatoon--University|NDP-New Democratic Party|15042
Saskatoon--University|Liberal|4608
Saskatoon--University|Communist|100
Saskatoon--University|Green Party|400
Saskatoon--University|People's Party - PPC|1778
Saskatoon--University|Conservative|20384
Saskatoon--University|Christian Heritage Party|195
Saskatoon--University|NDP-New Democratic Party|15042
Saskatoon--University|Liberal|4608
Saskatoon--University|Communist|100
Saskatoon--University|Green Party|405
Saskatoon--University|People's Party - PPC|1778
Saskatoon--University|Conservative|20389
Saskatoon--University|Christian Heritage Party|195
Saskatoon West|People's Party - PPC|2064
Saskatoon West|NDP-New Democratic Party|13268
Saskatoon West|Green Party|357
Saskatoon West|Liberal|2778
Saskatoon West|Conservative|15379
Saskatoon West|People's Party - PPC|2064
Saskatoon West|NDP-New Democratic Party|13328
Saskatoon West|Green Party|357
Saskatoon West|Liberal|2778
Saskatoon West|Conservative|15379
Souris--Moose Mountain|Liberal|1663
Souris--Moose Mountain|Maverick Party|991
Souris--Moose Mountain|NDP-New Democratic Party|3155
Souris--Moose Mountain|Conservative|30200
Souris--Moose Mountain|People's Party - PPC|3594
Souris--Moose Mountain|Liberal|1636
Souris--Moose Mountain|Maverick Party|977
Souris--Moose Mountain|NDP-New Democratic Party|3107
Souris--Moose Mountain|Conservative|30049
Souris--Moose Mountain|People's Party - PPC|3571
Yorkton--Melville|Liberal|2183
Yorkton--Melville|Green Party|615
Yorkton--Melville|Maverick Party|601
Yorkton--Melville|People's Party - PPC|3247
Yorkton--Melville|NDP-New Democratic Party|4237
Yorkton--Melville|Conservative|23850
Yorkton--Melville|Liberal|2187
Yorkton--Melville|Green Party|614
Yorkton--Melville|Maverick Party|597
Yorkton--Melville|People's Party - PPC|3227
Yorkton--Melville|NDP-New Democratic Party|4239
Yorkton--Melville|Conservative|23794
Banff--Airdrie|Green Party|1405
Banff--Airdrie|Maverick Party|1475
Banff--Airdrie|Liberal|9472
Banff--Airdrie|Independent|489
Banff--Airdrie|Conservative|43677
Banff--Airdrie|No Affiliation|2015
Banff--Airdrie|Independent|65
Banff--Airdrie|People's Party - PPC|5816
Banff--Airdrie|NDP-New Democratic Party|12462
Banff--Airdrie|Green Party|1405
Banff--Airdrie|Maverick Party|1475
Banff--Airdrie|Liberal|9572
Banff--Airdrie|Independent|489
Banff--Airdrie|Conservative|43677
Banff--Airdrie|No Affiliation|2020
Banff--Airdrie|Independent|60
Banff--Airdrie|People's Party - PPC|5808
Banff--Airdrie|NDP-New Democratic Party|12482
Battle River--Crowfoot|Green Party|565
Battle River--Crowfoot|Maverick Party|2395
Battle River--Crowfoot|VCP|178
Battle River--Crowfoot|Conservative|41805
Battle River--Crowfoot|Liberal|2527
Battle River--Crowfoot|NDP-New Democratic Party|5743
Battle River--Crowfoot|People's Party - PPC|5426
Battle River--Crowfoot|Green Party|554
Battle River--Crowfoot|Maverick Party|2393
Battle River--Crowfoot|VCP|178
Battle River--Crowfoot|Conservative|41819
Battle River--Crowfoot|Liberal|2515
Battle River--Crowfoot|NDP-New Democratic Party|5761
Battle River--Crowfoot|People's Party - PPC|5440
Bow River|Maverick Party|1362
Bow River|People's Party - PPC|5097
Bow River|Christian Heritage Party|391
Bow River|NDP-New Democratic Party|4726
Bow River|Liberal|3928
Bow River|Conservative|35435
Bow River|Maverick Party|1368
Bow River|People's Party - PPC|5108
Bow River|Christian Heritage Party|391
Bow River|NDP-New Democratic Party|4726
Bow River|Liberal|3869
Bow River|Conservative|35676
Calgary Centre|NDP-New Democratic Party|9615
Calgary Centre|Liberal|17593
Calgary Centre|Conservative|30404
Calgary Centre|Green Party|965
Calgary Centre|Christian Heritage Party|575
Calgary Centre|NDP-New Democratic Party|9694
Calgary Centre|Liberal|17593
Calgary Centre|Conservative|30375
Calgary Centre|Green Party|971
Calgary Centre|Christian Heritage Party|575
Calgary Confederation|NDP-New Democratic Party|10559
Calgary Confederation|People's Party - PPC|2672
Calgary Confederation|Marxist-Leninist|178
Calgary Confederation|Green Party|2297
Calgary Confederation|Liberal|17574
Calgary Confederation|Conservative|28295
Calgary Confederation|NDP-New Democratic Party|10561
Calgary Confederation|People's Party - PPC|2670
Calgary Confederation|Marxist-Leninist|178
Calgary Confederation|Green Party|2295
Calgary Confederation|Liberal|17560
Calgary Confederation|Conservative|28367
Calgary Forest Lawn|NDP-New Democratic Party|6254
Calgary Forest Lawn|Conservative|15389
Calgary Forest Lawn|People's Party - PPC|2518
Calgary Forest Lawn|Green Party|699
Calgary Forest Lawn|Liberal|9608
Calgary Forest Lawn|Communist|185
Calgary Forest Lawn|NDP-New Democratic Party|6254
Calgary Forest Lawn|Conservative|15434
Calgary Forest Lawn|People's Party - PPC|2468
Calgary Forest Lawn|Green Party|699
Calgary Forest Lawn|Liberal|9608
Calgary Forest Lawn|Communist|185
Calgary Heritage|People's Party - PPC|2682
Calgary Heritage|Conservative|30870
Calgary Heritage|Parti Rhinocéros Party|265
Calgary Heritage|Liberal|8969
Calgary Heritage|Maverick Party|714
Calgary Heritage|NDP-New Democratic Party|9281
Calgary Heritage|Green Party|766
Calgary Heritage|People's Party - PPC|2682
Calgary Heritage|Conservative|30870
Calgary Heritage|Parti Rhinocéros Party|230
Calgary Heritage|Liberal|8960
Calgary Heritage|Maverick Party|714
Calgary Heritage|NDP-New Democratic Party|9320
Calgary Heritage|Green Party|766
Calgary Midnapore|NDP-New Democratic Party|11826
Calgary Midnapore|People's Party - PPC|3930
Calgary Midnapore|Conservative|39147
Calgary Midnapore|Maverick Party|812
Calgary Midnapore|Green Party|868
Calgary Midnapore|Liberal|7947
Calgary Midnapore|NDP-New Democratic Party|11826
Calgary Midnapore|People's Party - PPC|3930
Calgary Midnapore|Conservative|39147
Calgary Midnapore|Maverick Party|812
Calgary Midnapore|Green Party|868
Calgary Midnapore|Liberal|7947
Calgary Nose Hill|NDP-New Democratic Party|8500
Calgary Nose Hill|Marxist-Leninist|105
Calgary Nose Hill|Liberal|10311
Calgary Nose Hill|National Citizens Alliance|65
Calgary Nose Hill|Green Party|636
Calgary Nose Hill|Christian Heritage Party|169
Calgary Nose Hill|Conservative|28001
Calgary Nose Hill|People's Party - PPC|2324
Calgary Nose Hill|Parti Rhinocéros Party|285
Calgary Nose Hill|NDP-New Democratic Party|8500
Calgary Nose Hill|Marxist-Leninist|105
Calgary Nose Hill|Liberal|10311
Calgary Nose Hill|National Citizens Alliance|62
Calgary Nose Hill|Green Party|636
Calgary Nose Hill|Christian Heritage Party|169
Calgary Nose Hill|Conservative|28001
Calgary Nose Hill|People's Party - PPC|2324
Calgary Nose Hill|Parti Rhinocéros Party|285
Calgary Rocky Ridge|Conservative|36034
Calgary Rocky Ridge|NDP-New Democratic Party|10748
Calgary Rocky Ridge|People's Party - PPC|3002
Calgary Rocky Ridge|Liberal|14673
Calgary Rocky Ridge|Maverick Party|554
Calgary Rocky Ridge|Green Party|1052
Calgary Rocky Ridge|Conservative|36034
Calgary Rocky Ridge|NDP-New Democratic Party|10748
Calgary Rocky Ridge|People's Party - PPC|3003
Calgary Rocky Ridge|Liberal|14693
Calgary Rocky Ridge|Maverick Party|554
Calgary Rocky Ridge|Green Party|1052
Calgary Shepard|National Citizens Alliance|77
Calgary Shepard|NDP-New Democratic Party|12078
Calgary Shepard|Conservative|44363
Calgary Shepard|Maverick Party|902
Calgary Shepard|Liberal|10295
Calgary Shepard|Independent|228
Calgary Shepard|Green Party|1320
Calgary Shepard|People's Party - PPC|4284
Calgary Shepard|National Citizens Alliance|56
Calgary Shepard|NDP-New Democratic Party|12103
Calgary Shepard|Conservative|44411
Calgary Shepard|Maverick Party|874
Calgary Shepard|Liberal|10303
Calgary Shepard|Independent|228
Calgary Shepard|Green Party|1300
Calgary Shepard|People's Party - PPC|4284
Calgary Signal Hill|Maverick Party|568
Calgary Signal Hill|Green Party|1094
Calgary Signal Hill|People's Party - PPC|2859
Calgary Signal Hill|Liberal|11706
Calgary Signal Hill|NDP-New Democratic Party|8863
Calgary Signal Hill|Conservative|35063
Calgary Signal Hill|Maverick Party|568
Calgary Signal Hill|Green Party|1094
Calgary Signal Hill|People's Party - PPC|2859
Calgary Signal Hill|Liberal|11106
Calgary Signal Hill|NDP-New Democratic Party|8863
